recipe_id,name,prep_time,cook_time,total_time,servings,yield,directions,image_url,category_id
610,Best Yet Banana Mini Muffins,20 mins,15 mins,35 mins,48,48 mini muffins,"Preheat the oven to 375 degrees F (190 degrees C). Grease 2 mini muffin tins with cooking spray.; Combine flour, baking powder, and baking soda in a bowl.; Blend bananas, sugar, butter, and egg together in a separate bowl. Add to flour mixture; stir batter well to combine. Scoop batter into prepared muffin cups, filling each 2/3 full.; Bake in the preheated oven until tops spring back when lightly pressed, about 15 minutes. Cool in the tins for 5 minutes. Transfer to a wire rack to cool completely.",https://www.allrecipes.com/thmb/5sRh3fLzVc78gkcNUzEX85pL24A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3419643-4bb71a0062704f96baaacfe80713e4d9.jpg,1
611,Homemade Banana Pudding,10 mins,20 mins,1 hrs 30 mins,4,,"Combine sugar, flour, and salt together in a medium saucepan. Add eggs and stir well. Stir in milk, and cook over low heat, stirring constantly.; When the mixture has thickened enough to coat the back of a metal spoon, remove from heat and continue to stir, cooling slightly. Stir in butter and vanilla until smooth.; Layer pudding with bananas and vanilla wafers in a serving dish. Chill at least 1 hour in the refrigerator before serving.; ",https://www.allrecipes.com/thmb/_To0XqPke2KCVecPcpKhf5vNKqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1121232-338ebde283374ad7af578b1b75843717.jpg,1
612,Banana Pumpkin Bread,20 mins,45 mins,1 hrs 5 mins,12,1 9x5-inch loaf pan,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.; Stir together bananas, pumpkin, honey, sugar, vegetable oil, and eggs in a large bowl. Combine flour, pie spice, baking powder, baking soda, cinnamon, and salt in a separate bowl. Stir flour mixture into banana mixture until just combined. Fold in raisins and walnuts. Pour batter into the prepared pan.; Bake in the preheated oven until a toothpick inserted into the center of the loaf comes out clean, about 45 minutes. Cool loaf in the pan for 10 minutes before transferring to a wire rack to cool completely.",https://www.allrecipes.com/thmb/qWCuDGxyKjrB3opVc-b_Uk7SqlU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9417823-banana-pumpkin-bread-Kim-4x3-1-ab1d9c82190448dfbd3895ecb2704c0e.jpg,1
613,Banana Bread - Quick Bread for Machines,15 mins,50 mins,1 hrs 15 mins,10,1 1-pound loaf,"Place bananas, flour, sugar, eggs, oil, baking powder, and baking soda in the pan of the bread machine.; Select Dough setting; press Start. Mix dough until well combined and bananas are mashed, 3 to 5 minutes. Use a rubber spatula to push dough from the sides of the bread pan if necessary. Press Stop, then smooth out the top of the loaf with a rubber spatula.; Select Bake setting; press Start. Bake in the bread machine until a toothpick inserted into the center comes out clean, about 50 minutes. If there is batter on the toothpick, reset the machine on Bake and continue baking for 10 to 15 minutes.; Remove the pan from the machine. Allow bread to remain in the pan for 10 minutes before transferring it to a wire rack to cool completely.",https://www.allrecipes.com/thmb/rnEx3E6y0pgHiB7CJ7BI4IyAeuk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59947-994cadfa087a4a55a3598a746761eaf9.jpg,1
614,Banana Fritters,10 mins,5 mins,15 mins,6,24 fritters,"Combine bananas and milk in a large mixing bowl; sift in flour, baking powder, and salt. Add eggs and margarine; mix well to combine.; Heat oil in a large, deep skillet to 365 degrees F (180 degrees C).; Carefully place spoonfuls of the fritter mixture into the hot oil; cook, flipping once, until golden brown, about 5 minutes. Remove, and drain on a paper towel-lined plate.; Dust fritters with confectioners' sugar and serve warm.",https://www.allrecipes.com/thmb/SQ2gvInYHYmfJu9F7PKoMh_Llk4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8967567-0554817673be44669ed03ba1ec05f076.jpg,1
615,Blueberry Banana Bread,15 mins,30 mins,55 mins,15,3 mini loaves,"Preheat the oven to 350 degrees F (175 degrees C). Grease 3 mini loaf pans.; Mix together flour, baking soda, and salt in a medium bowl.; Beat sugar and butter with an electric mixer in a large bowl until light in color and fluffy. Add eggs, one at a time, mixing well after each addition. Stir in vanilla extract; beat in mashed bananas. Add flour mixture a little at a time, beating until just combined into a thick batter. Fold in blueberries until evenly distributed. Pour batter into the prepared loaf pans.; Bake in the preheated oven until a toothpick inserted into the center comes out clean, 30 to 35 minutes. Cool in the pans for 10 minutes, then transfer loaves to cool completely on a wire rack.",https://www.allrecipes.com/thmb/1izf4qVvKPwg_eihdBCAYOVJrAI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9442923-c49b019c2e1745d3824d7b6b9f6141d9.jpg,1
616,Almost No Fat Banana Bread,10 mins,55 mins,1 hrs 5 mins,12,1 8x4-inch loaf,"Preheat the oven to 350 degrees F (175 degrees C). Lightly grease an 8x4-inch loaf pan.; Stir flour, sugar, baking powder, baking soda, and cinnamon together in a large bowl. Add banana, applesauce, and egg whites; stir just until combined. Pour batter into the prepared pan.; Bake in preheated oven until a toothpick inserted into the center comes out clean, 50 to 55 minutes. Turn out onto a wire rack and allow to cool before slicing.",https://www.allrecipes.com/thmb/iouS48gePcLe_wt9c7BuRqThN7I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1107296-99b9a09bc48e4243925ef3f01c50ad74.jpg,1
617,Banana Chocolate Chip Cake,15 mins,30 mins,45 mins,24,1 9x13-inch cake,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking dish.; Mix flour, sugar, baking powder, and salt in a large bowl. Whisk together bananas, melted butter, milk, and egg in a medium bowl. Stir banana mixture into flour mixture until just blended. Stir in chocolate chips. Pour batter into the prepared baking dish.; Bake in the preheated oven until a toothpick inserted into the center of cake comes out clean with no crumbs (melted chocolate on the toothpick is fine), 30 to 35 minutes.",https://www.allrecipes.com/thmb/RTMODXZLfuMIsrKDG-6KhKaqiLg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/424473-22c55a16c6b04c878c017342f0221dc2.jpg,1
618,Hearty Breakfast Muffins,20 mins,20 mins,50 mins,12,12 muffins,"Preheat the oven to 375 degrees F (190 degrees C). Grease 12 muffin cups or line with paper liners.; Mix carrots, banana, zucchini, vegetable oil, yogurt, and eggs together in a large bowl until well combined.; Whisk flour and baking soda together in a separate bowl. Mix brown sugar, oats, coconut, pecans, cherries, cinnamon, salt, and ginger into flour mixture until all ingredients are coated in flour. Stir banana mixture into flour mixture until just combined. Spoon batter into the prepared muffin cups, filling each 2/3 full.; Bake in the preheated oven until tops spring back when lightly pressed, about 18 to 22 minutes. Cool in the tin for 10 minutes. Transfer to a wire rack to cool completely.",https://www.allrecipes.com/thmb/NDB8nUta9ypFnDk_z5N-0qx4LwE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7399706-hearty-breakfast-muffins-den-den-4x3-1-883a377549ad401597990e4f405d9515.jpg,1
619,Bob's Stuffed Banana Peppers,30 mins,1 hrs 30 mins,2 hrs,8,8 stuffed peppers,"Cut off the tops of peppers. Remove ribs and seeds; rinse peppers. Chop edible portion of the tops; set aside.; Bring a large pot of salted water to a boil. Add peppers, reduce heat, and simmer until tender but still firm, about 5 minutes. Drain and set aside.; Heat butter in a medium skillet over medium heat. Sauté reserved chopped pepper, onion, and celery in hot butter until tender, 3 to 5 minutes. Stir in crushed tomatoes, tomato sauce, and garlic. Season with 1 1/2 teaspoons salt, basil, oregano, and 1/4 teaspoon black pepper. Simmer uncovered for 10 minutes.; Preheat the oven to 350 degrees F (175 degrees C).; Meanwhile, combine Parmesan cheese, egg, Worcestershire sauce, 1 remaining teaspoon salt, and remaining 1/4 teaspoon black pepper in a large bowl. Mix in hot sausage, mild sausage, bread crumbs, and 1 cup tomato sauce mixture until well combined.; Fill each pepper with sausage mixture using a piping bag or sausage stuffer. Place in a 3-quart casserole dish; pour remaining tomato sauce mixture over peppers.; Bake uncovered in the preheated oven until sauce is bubbly and sausage is cooked through, about 1 hour. An instant-read thermometer inserted into the filling should read at least 160 degrees F (72 degrees C).",https://www.allrecipes.com/thmb/eLnIkpjhk2ZiYlLBwcnOm0M44sk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/105546-9d6a9f756d1a4189b87e9a06973edc76.jpg,1
620,Easy Kids' Recipe for Fluffy Banana Cookies,10 mins,15 mins,25 mins,12,1 9x13-inch baking sheet,"Preheat oven to 325 degrees F (165 degrees C). Line a baking sheet with parchment paper.; Place bananas, flour, 1/2 cup sugar, butter, walnuts, egg, baking soda, and salt in a bowl. Mix until well combined. Drop 3 tablespoonfuls of dough 2 to 3 inches apart onto baking sheet. Sprinkle 1 tablespoon sugar on top.; Bake in the preheated oven until golden brown and edges are set, 15 to 20 minutes.",https://www.allrecipes.com/thmb/gQNz6ueIcUjLdOHYLeY5D8Oe61s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5416225-7bec631fefb7493395bc541d649bc96a.jpg,1
621,Easy Mango Banana Smoothie,10 mins,,10 mins,8,,"Combine mangos, banana, vanilla yogurt, and milk in a blender; blend until smooth.",https://www.allrecipes.com/thmb/kxoD3dghe_cR58zI2pccBfAe-Dk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6236089-780238d875594b00871a5cbbd37a8a36.jpg,3
622,Strawberry Banana Protein Smoothie,10 mins,,10 mins,1,,"Place strawberries, banana, almonds, and water into a blender; blend to combine. Add ice cubes and puree until smooth. Add protein powder and mix until evenly incorporated, about 30 seconds.",https://www.allrecipes.com/thmb/OO3ZPO_khw2J0PLTojgOY6bM4T8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/404644-strawberry-banana-protein-smoothie-Alberta-Rose-4x3-1-8c15bbb36b964fe3a3fda4a52f5cd546.jpg,1
623,Baked Banana Chips,10 mins,2 hrs,2 hrs 15 mins,2,,"Preheat the oven to 225 degrees F (110 degrees C). Line a baking sheet with parchment paper.; Spread banana slices out onto the prepared baking sheet, making sure slices are not touching. Brush with lemon juice.; Bake in the preheated oven for 90 minutes. Check bananas, lifting slices up to separate from the paper once or twice. Continue baking until bananas are dried out, 30 to 90 minutes more.; Let bananas cool until crispy, at least 5 minutes.",https://www.allrecipes.com/thmb/oku5II_Qq44jrHy3xNvd4hmTvk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4577553-a46106cf85c44818872e34ccf241fbda.jpg,3
624,Porridge,5 mins,10 mins,15 mins,4,,"Combine water, oats, sugar, and salt in a saucepan. Add bananas and cinnamon. Bring to a boil, then reduce heat to low, and simmer until the liquid has been absorbed, stirring frequently.; Pour into bowls, and top each with a splash of cold milk.",https://www.allrecipes.com/thmb/iSRth631r0KKaOK6b0Apu-h-lVw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Porridge-2000-17e03710414c47319d080ba4e72b6d74.jpg,1
625,Brown Sugar Banana Bread,15 mins,40 mins,55 mins,8,1 9x5-inch loaf,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.; Place the bananas into a large plastic zipper bag, seal the bag, and smoosh the bananas with your fingers until very well mashed. Set the bananas aside. Place the brown sugar and butter into a mixing bowl, and mix on medium speed with an electric mixer until light and fluffy, 1 to 2 minutes. Cut a corner from the plastic bag, and squeeze the mashed bananas into the bowl of brown sugar mixture. With the electric mixer on medium speed, beat in the bananas, egg, cinnamon, vanilla extract, and milk until the mixture is well combined. Switch the mixer to low speed, and gradually beat in the flour, baking soda, baking powder, and kosher salt just until the batter is smooth, about 1 minute. Spread the batter into the prepared loaf pan.; Bake in the preheated oven until the bread is set and lightly browned on top, about 40 minutes. A toothpick inserted into the center of the loaf should come out clean.; ",https://www.allrecipes.com/thmb/3pf8yq4S9miY7dA1fg1m0kgbSgE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7843571-d8fee443115d437b88c2242cfa85d17a.jpg,1
626,Hummingbird Cake,20 mins,1 hrs,1 hrs 20 mins,15,2 9-inch cake pans,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour two 9-inch cake pans.; Make cake: Sift together flour, sugar, baking soda, and salt in a large bowl. Combine bananas, oil, walnuts, pineapple, and eggs in another large bowl; mix well. Stir flour mixture into banana mixture until combined. Pour batter into the prepared pans.; Bake in the preheated oven until a toothpick inserted into the center of each pan comes out clean, about 1 hour. Allow cakes to cool on wire racks.; Meanwhile, make frosting: Beat together confectioners' sugar, cream cheese, butter, and vanilla in a medium bowl until smooth.; Evenly spread frosting on the middle, sides, and top of cooled cake.; Danielle K.; ",https://www.allrecipes.com/thmb/OaZzSPGafAyhxtW4vFmP1mP6buQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9235106-hummingbird-cake-Danielle-K.-1x1-1-c854bd818da74bd0a0b11f456db8b4d6.jpg,1
627,Clean Banana Oat Cookies,10 mins,15 mins,25 mins,12,12 cookies,"Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.; Mix together mashed bananas, milk, egg, honey, and vanilla in a bowl. Stir in oats, cinnamon, baking powder, and salt until well combined. Add more oats if the batter is too runny.; Spoon mounds of batter a few inches apart onto the prepared baking sheet.; Bake in the preheated oven until the tops look dry and edges are golden, about 15 minutes.; ",https://www.allrecipes.com/thmb/_MvmtpkIScwqPk3eyIJzIb_Te1Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5046807-ec2948bea4034d68ac88bac04e9b8e8d.jpg,3
628,Quick Banana Milkshake (Ice Cream Free),5 mins,,5 mins,2,,"Combine ice, milk, banana, sugar, and cinnamon in a blender; blend until smooth.",https://www.allrecipes.com/thmb/ZZYTaR6pAEhEngIV1LWT4zpJ_vM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/231180-Quick-Banana-Milkshake-4x3-0412-a0d3b2f7ed424e30b034f2843db909c8.jpg,1
629,Banana Bran Muffins,10 mins,20 mins,35 mins,12,12 muffins,"Preheat the oven to 375 degrees F (190 degrees C). Grease a muffin pan or line with paper liners.; Cream together butter and brown sugar in a large bowl with an electric mixer on medium speed until fluffy. Add mashed bananas, eggs, milk, and vanilla; mix well. Stir in flour, bran, baking powder, baking soda, and salt; blend just until moistened. Stir in walnuts. Pour batter into the prepared muffin cups.; Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean, 20 to 25 minutes. Cool muffins in the pan for 5 minutes, then transfer to a wire rack to cool completely.",https://www.allrecipes.com/thmb/NR8GlWNGGLY01mTcehtqqHlk0XI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12745-b4c7e337fa5c43168aa902872c9eda93.jpg,1
630,Strawberry Orange Banana Smoothie,5 mins,,5 mins,1,,"Blend strawberries, orange juice, banana, and ice in a blender until smooth and frothy.",https://www.allrecipes.com/thmb/Hu0ENnOtLbhzskFxtlsEkkPoDNg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3926318-ee7aaacd2b3244b1a1efcc57361b32b7.jpg,3
631,Banana Loaf,10 mins,1 hrs,1 hrs 10 mins,12,1 9x5-inch loaf,"Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x5-inch loaf pan.; Cream sugar and butter in a large bowl with an electric mixer on medium speed until light and fluffy. Add eggs, one at a time, beating well after each addition. Mix in mashed bananas. Sift together flour, baking soda, baking powder, and salt in a separate bowl; beat into banana mixture just until combined. Fold in nuts. Pour batter into the prepared pan.; Bake in the preheated oven until a toothpick inserted into the center of the loaf comes out clean, about 1 hour.; ",https://www.allrecipes.com/thmb/3ruV69dtvwAHkao2dwtru-Lqr3k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7719251-f5382cbe4d0e441b9a08d06b39bf2b70.jpg,1
